Date of Sale (dd/mm/yyyy),Address,County,Eircode,Price (€),Not Full Market Price,VAT Exclusive,Description of Property,Property Size Description
15/11/2022,"33 TIRCONNELL AVE, LISMORE LAWN, WATERFORD",Waterford,X91XNR7,"€180,000.00",No,No,Second-Hand Dwelling house /Apartment,
27/04/2022,"48 GRANGE RD, NEW ROSS, WEXFORD",Wexford,Y34Y339,"€135,000.00",No,No,Second-Hand Dwelling house /Apartment,
24/06/2022,"17 CLOONANORIG, TRALEE, KERRY",Kerry,V92DKP8,"€220,000.00",No,No,Second-Hand Dwelling house /Apartment,
03/03/2022,"14 PARKSIDE COURT, PARKSIDE, MALAHIDE ROAD",Dublin,D13FEA0,"€520,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/05/2022,"6 CROSFORGE CLOSE, CROSFORGE, SAGGART",Dublin,D24DFX0,"€392,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/09/2022,"AISLING, DRUMMIN WEST, DELGANY",Wicklow,A63DD54,"€794,900.00",No,No,Second-Hand Dwelling house /Apartment,
14/01/2022,"64 MEADE BAWN, AVENUE RD, DUNDALK",Louth,A91TVC5,"€315,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/03/2022,"TALLAGHT, BELLMULLET, CO MAYO",Mayo,,"€235,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/11/2022,"12 SAULS COURT, COWS LANE, TEMPLE BAR DUBLIN 2",Dublin,D08K27K,"€270,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/10/2022,"CUSHIN, WESTPORT, MAYO",Mayo,F28WK30,"€225,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/02/2022,"17 SHANNON PARK, EDGEWORTHSTOWN, CO LONGFORD",Longford,N39A621,"€186,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/10/2022,"10 STRANACORKRA, DERRYBEG, LETTERKENNY",Cork,,"€56,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/08/2022,"65 SAINT MARY'S TERRACE, GOULD STREET, CORK",Cork,T12K6CP,"€225,000.00",No,No,Second-Hand Dwelling house /Apartment,
13/12/2022,"DENVILLE, BARNHILL RD, DALKEY",Dublin,A96X657,"€1,530,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/05/2022,"284 Gleann An Ghairdin, Ballytegan, Gorey",Wexford,,"€237,885.46",No,Yes,New Dwelling house /Apartment,
04/02/2022,"BELVEDERE RD, WEXFORD, WEXFORD",Wexford,Y35W6Y7,"€300,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/01/2022,"Apartment 83, Block C, Ardilea Crescent",Dublin,,"€484,582.00",No,Yes,New Dwelling house /Apartment,
10/11/2022,"SHARAGORE, CROSSROADS, BUNCRANA",Donegal,,"€142,000.00",No,No,Second-Hand Dwelling house /Apartment,
27/07/2022,"12 TANNER HALL, ATHY RD, CARLOW",Carlow,R93AK37,"€120,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/10/2022,"BARRYSTOWN, WELLINGTONBRIDGE, WEXFORD",Wexford,Y35PX81,"€180,000.00",No,No,Second-Hand Dwelling house /Apartment,
02/09/2022,"LISMAGUNSHIN ANYALLA, CASTLEBLAYNEY, CO MONAGHAN",Monaghan,,"€150,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/01/2022,"12 THE LAWN, MOYGLARE HALL, MAYNOOTH",Kildare,W23E5C7,"€450,000.00",No,No,Second-Hand Dwelling house /Apartment,
30/09/2022,"52 THE PARK, CLONATTIN VILLAGE, GOREY",Wexford,Y25CP59,"€325,000.00",No,No,Second-Hand Dwelling house /Apartment,
03/05/2022,"DERRYRAGH, GCRADICE, BALLINAMORE",Cavan,N14KP74,"€272,500.00",No,No,Second-Hand Dwelling house /Apartment,
28/01/2022,"29 INNISHMORE COURT, BALLINCOLLIG, CORK",Cork,P31FP66,"€255,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/03/2022,"6 MAYFAIR, COAST RD, MALAHIDE",Dublin,K36PV05,"€1,175,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/09/2022,"Millgrove, Well Road, Douglas",Cork,,"€249,250.00",No,No,New Dwelling house /Apartment,
18/10/2022,"24 HOLDBROOK, PORTLAOISE, CO LAOIS",Laois,R32R924,"€242,500.00",No,No,Second-Hand Dwelling house /Apartment,
14/02/2022,"73 MEADOWBANK, TERENURE, DUBLIN 6",Dublin,D06YE04,"€593,000.00",No,No,Second-Hand Dwelling house /Apartment,
24/08/2022,"17 NEWPARK LAWN, KINSEALY",Dublin,,"€436,123.45",No,Yes,New Dwelling house /Apartment,
03/06/2022,"14 RUANBEG CLOSE, RUANBEG MANOR, KILDARE",Kildare,R51H978,"€370,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/01/2022,"53 Cooline Heights, Cobh",Cork,,"€208,810.14",No,Yes,New Dwelling house /Apartment,
08/12/2022,"CEDAR HILL, BALLYCORUS RD, KILTERNAN",Dublin,D18WR82,"€2,110,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/02/2022,"14 Hallwell Avenue, HALLWELL, Adamstown",Dublin,,"€339,207.05",No,Yes,New Dwelling house /Apartment,
08/11/2022,"LOUGH MASK ROAD, BALLINROBE, CO MAYO",Mayo,F31P899,"€55,200.00",Yes,No,Second-Hand Dwelling house /Apartment,
07/09/2022,"1A PARC CHUAN, MULGANNON, WEXFORD",Wexford,,"€210,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/08/2022,"24 RIVERVALE CRESCENT, DUNLEER, LOUTH",Louth,A92P2F7,"€220,000.00",No,No,Second-Hand Dwelling house /Apartment,
03/03/2022,"7 BEAUMONT GARDENS, BLACKROCK, DUBLIN",Dublin,A94Y3Y6,"€1,300,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/03/2022,"14 BAYVIEW HEIGHTS, ROSSLARE STRAND, WEXFORD",Wexford,Y35EW0V,"€85,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
01/02/2022,"DROMINUNN, ASKEATON, LIMERICK",Limerick,,"€40,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
15/11/2022,"9 CAHILL VILLE, ALEXANDRA ROAD, ST LUKES",Cork,T23NPH6,"€335,000.00",No,No,Second-Hand Dwelling house /Apartment,
02/09/2022,"GEAGLOM, DRUMKERRAN, CO LEITRIM",Leitrim,N41FH50,"€55,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/04/2022,"11 BELLEVUE PARK, BOOTERSTOWN, BLACKROCK",Dublin,A94DX24,"€1,170,000.00",No,No,Second-Hand Dwelling house /Apartment,
01/07/2022,"DERRY, ROSSCARBERY, COUNTY CORK",Cork,P85WA09,"€167,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/12/2022,"12  THE ARCHES, DUNSHAUGHLIN",Meath,,"€343,612.33",No,Yes,New Dwelling house /Apartment,
14/09/2022,"APT 5 20 NORTH GREAT CHARLES ST, DUBLIN 1, DUBLIN",Dublin,D01W628,"€135,715.00",No,No,Second-Hand Dwelling house /Apartment,
21/12/2022,"18 KIRKPATRICK DR, CASTLEKNOCK, DUBLIN 15",Dublin,D15F38Y,"€180,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
11/01/2022,"23 BELARMINE CRESCENT, STEPASIDE, DUBLIN 18",Dublin,D18EV91,"€510,000.00",No,No,Second-Hand Dwelling house /Apartment,
29/11/2022,"41 ST BRIGIDS PLACE EAST, SLIGO, SLIGO",Sligo,F91N59W,"€84,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
20/07/2022,"AGHANURE, BALLYLYNAN, CO LAOIS",Laois,R14P951,"€80,000.00",No,No,Second-Hand Dwelling house /Apartment,
26/05/2022,"2 Graydon Green, Newcastle, Co. Dublin",Dublin,,"€343,612.33",No,Yes,New Dwelling house /Apartment,
13/04/2022,"245 LOWER KILMACUD ROAD, GOATSTOWN, DUBLIN 14",Dublin,D14E284,"€920,000.00",No,No,Second-Hand Dwelling house /Apartment,
23/02/2022,"3 FOREST VIEW, BOYLE, ROSCOMMON",Roscommon,F52A500,"€93,333.00",No,No,Second-Hand Dwelling house /Apartment,
11/01/2022,"2 RICHMOND LODGE, CONVENT AVE, FAIRVIEW DUBLIN 3",Dublin,D03AN23,"€450,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/01/2022,"1 LAUREL GROVE, GREENACRES, DUNDALK",Louth,A91P2W6,"€146,000.00",No,No,Second-Hand Dwelling house /Apartment,
02/06/2022,"14 ARD CARRAIG, SKIBBEREEN, CORK",Cork,P81Y314,"€210,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/06/2022,"214 CLONKEEN RD, DEANS GRANGE, BLACKROCK",Dublin,A94N9F6,"€735,000.00",No,No,Second-Hand Dwelling house /Apartment,
03/07/2022,"7 PEBBLE BEACH, RINGACOLTIG, RUSBBROOK",Cork,P24KW29,"€80,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
21/04/2022,"51 CRANN ARD, CLONMEL, TIPPERARY",Tipperary,E91N8C5,"€185,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/01/2022,"178 RIVER VILLAGE, MONKSLAND, ATHLONE",Roscommon,N37E2W5,"€232,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/04/2022,"22 Bluebells Drive, Countess Road, Killarney",Kerry,,"€405,286.34",No,Yes,New Dwelling house /Apartment,
27/04/2022,"2 SION ROW, DOCK ROAD, FERRYBANK",Waterford,X91EY8E,"€156,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/04/2022,"4 COPPINGERS LANE, POPES QUAY, CORK",Cork,T23RT29,"€245,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/04/2022,"23 Woodstream, Coolaney, Co. Sligo",Sligo,,"€158,590.30",No,Yes,New Dwelling house /Apartment,
18/08/2022,"52 FAUSSAUGH AVE, CABRA, DUBLIN 7",Dublin,D07W4F1,"€378,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/06/2022,"10 Cluain Alainn, Pairc an Aonaigh, Mogeely",Cork,,"€330,396.47",No,Yes,New Dwelling house /Apartment,
01/09/2022,"4 KILLEGLAND RISE, ASHBOURNE, MEATH",Meath,A84H738,"€440,000.00",No,No,Second-Hand Dwelling house /Apartment,
27/05/2022,"7 HILLSIDE DR, CASTLETOWN, NAVAN",Meath,C15AY70,"€88,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/10/2022,"42 PARK VIEW, RATHBORNE, ASHTOWN DUBLIN 15",Dublin,D15HC64,"€345,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/11/2022,"WOODVIEW, DERREENNACLOGH, BALLYDEHOB",Cork,P81T029,"€335,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/01/2022,"142 ULYSSES HOUSE, USHERS ISLAND, VIKING HARBOUR DUBLIN 8",Dublin,D08DK12,"€210,000.00",No,No,Second-Hand Dwelling house /Apartment,
01/02/2022,"4 KNIGHTSWOOD PLACE, KNIGHTSWOOD, WILLIAMSTOWN",Waterford,,"€246,715.00",No,Yes,New Dwelling house /Apartment,
10/02/2022,"DOONCAHA, TARBERT, KERRY",Kerry,,"€85,000.00",No,No,Second-Hand Dwelling house /Apartment,
17/02/2022,"LE MOY, CONVENT RD, BLACKROCK",Cork,T12V1W4,"€425,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/12/2022,"26 GANDON COURT, LOWER BRIDGE STREET, ATHBOY",Meath,C15C984,"€108,333.00",No,No,Second-Hand Dwelling house /Apartment,
09/03/2022,"107 CASTLEVIEW, NEWCASTLE WEST, LIMERICK",Limerick,V42V504,"€190,000.00",No,No,Second-Hand Dwelling house /Apartment,
31/01/2022,"SHANNONVIEW, LOWER ARDOUGHTER, BALLYDUFF",Kerry,V92W8N1,"€255,000.00",No,No,Second-Hand Dwelling house /Apartment,
13/06/2022,"23 Saints Walk, Mungret Gate, Baunacloka",Limerick,,"€267,626.00",No,Yes,New Dwelling house /Apartment,
04/08/2022,"35 COLLEGE GREEN, DUNMORE RD, TUAM",Galway,H54XK38,"€272,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/02/2022,"CROSSDRUM LOWER, OLDCASTLE, MEATH",Meath,A82V625,"€150,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/12/2022,"6 The Close, Ravens Mill, Church Road",Dublin,,"€383,259.91",No,Yes,New Dwelling house /Apartment,
29/11/2022,"33 Earls Well, Waterfall, Co. Cork",Cork,,"€612,334.00",No,Yes,New Dwelling house /Apartment,
22/09/2022,"ERRAROOEY, FALCARRAGH, CO DONEGAL",Galway,,"€66,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/03/2022,"47 SOUTH KNOCK, NEW ROSS, WEXFORD",Wexford,Y34F973,"€227,500.00",No,No,Second-Hand Dwelling house /Apartment,
13/10/2022,"KILCOURCEY, EDGEWORTHSTOWN, COUNTY LONGFORD",Longford,N39E7R0,"€30,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/07/2022,"APT 22 BALLYMOSS RD, SANDYFORD, DUBLIN 18",Dublin,D18AX68,"€393,000.00",No,No,Second-Hand Dwelling house /Apartment,
13/06/2022,"37 OLDWOOD, ARDSALLAGH, ATHLONE RD",Roscommon,F42XW74,"€245,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/10/2022,"19 The Blake, Fánán, Letteragh Road",Galway,,"€259,669.00",No,Yes,New Dwelling house /Apartment,
21/12/2022,"5 THE MEWS, GRATTAN ST, BALLYMOTE",Sligo,F56PY01,"€139,000.00",No,No,Second-Hand Dwelling house /Apartment,
23/12/2022,"BALLYAGHLODE, LAVALLY, TUAM",Galway,H54T383,"€50,000.00",No,No,Second-Hand Dwelling house /Apartment,
01/04/2022,"29 ST BENILDUS VILLAS, NAVAN, MEATH",Meath,C15H9N4,"€185,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/11/2022,"8 SUMMERCOVE MEADOWS, OLD RD, CASHEL",Tipperary,E25E124,"€195,000.00",No,No,Second-Hand Dwelling house /Apartment,
24/05/2022,"40 MILLHILL PARK, SKERRIES, DUBLIN",Dublin,K34D996,"€472,250.00",No,No,Second-Hand Dwelling house /Apartment,
23/05/2022,"2 Coolkellure Lawn, Coolkellure, Lehenaghmore",Cork,,"€306,951.00",No,Yes,New Dwelling house /Apartment,
06/12/2022,"26 THE AVENUE, CAHEREEN HEIGHTS, CASTLEISLAND",Kerry,V92PX71,"€193,000.00",No,No,Second-Hand Dwelling house /Apartment,
31/08/2022,"CUMMER, TUAM, CO GALWAY",Galway,,"€50,000.00",No,No,Second-Hand Dwelling house /Apartment,
29/04/2022,"7 The Court, Heathfie, Carriganarra",Cork,,"€351,541.84",No,Yes,New Dwelling house /Apartment,
29/07/2022,"6 The Avenue, The Hawthorns, Ardeen Road",Offaly,,"€251,101.32",No,Yes,New Dwelling house /Apartment,
06/04/2022,"8 NEW ST WEST, GALWAY, GALWAY",Galway,H91XP6Y,"€360,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/04/2022,"22 HARBOUR ROW, COBH, CORK",Cork,P24Y942,"€150,000.00",No,No,Second-Hand Dwelling house /Apartment,
30/09/2022,"21 DANIEL O&#039;BRIEN TERRACE, BUTTEVANT, CO CORK",Cork,P51V9T4,"€67,000.00",No,No,Second-Hand Dwelling house /Apartment,
29/09/2022,"7 The Heights, Belin Woods, Kilbelin",Kildare,,"€270,925.11",No,Yes,New Dwelling house /Apartment,
22/06/2022,"3 TERMONRIVER, BALTRAY ROAD, TERMOFECKIN",Louth,A92F7XH,"€310,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/01/2022,"17 THE GRANARY, LONGS PLACE, DUBLIN 8",Dublin,D08K2Y0,"€295,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/07/2022,"27 OBRIEN PARK, SHANNON, CLARE",Clare,V14NX22,"€166,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/11/2022,"SONOMA, BACONSTOWN, ENFIELD",Meath,A83Y896,"€42,500.00",Yes,No,Second-Hand Dwelling house /Apartment,
28/02/2022,"DROMARD HOUSE, DROMARD, MOYNE",Longford,N39YR74,"€405,000.00",No,No,Second-Hand Dwelling house /Apartment,
17/01/2022,"KILLEANY, INIS MOR, ARAN ISLANDS",Galway,H91DEK2,"€140,000.00",No,No,Second-Hand Dwelling house /Apartment,
30/03/2022,"102 THE PLAZA, BALLYMUN, DUBLIN 9",Dublin,D09EY24,"€205,000.00",No,No,Second-Hand Dwelling house /Apartment,
09/09/2022,"42 CLUAIN ALAINN, CARRICKMACROSS, MONAGHAN",Monaghan,A81HT27,"€195,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/10/2022,"AN GEATA BAN, ESKER, BALLINALEE",Longford,N39EH27,"€300,000.00",No,No,Second-Hand Dwelling house /Apartment,
09/06/2022,"KEELDRUM, GORTAHORK, CO DONEGAL",Donegal,,"€100,000.00",No,No,Second-Hand Dwelling house /Apartment,
24/02/2022,"LAHERDANE HETTYFIELD, DOUGLAS RD, CORK",Cork,T12X4DK,"€780,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/04/2022,"AUGHNAGLACE, CLOONE, CARRICK-ON-SHANNON",Leitrim,N41HH73,"€109,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/11/2022,"35 RAVENSDALE ROAD, MAHON, CORK",Cork,T12V99E,"€74,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
15/09/2022,"6 ARD CORMAC, GRIFFITH COURT, DUNDALK",Louth,A91HH4N,"€145,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/02/2022,"37 BRADOGUE COURT, ANNAMOE RD, CABRA DUBLIN 7",Dublin,D07X212,"€297,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/02/2022,"APT 2 STRAND VIEW, HOWTH ROAD, DUBLIN 5",Dublin,D05K2N9,"€584,886.48",Yes,No,Second-Hand Dwelling house /Apartment,
17/10/2022,"14 STOCKING WOOD WALK, RATHFARNHAM, DUBLIN 16",Dublin,D16DW66,"€536,000.00",No,No,Second-Hand Dwelling house /Apartment,
30/03/2022,"22 LARCHFIELD, ALANDALE, SOUTH CIRCULAR RD",Limerick,V94TNH2,"€195,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/11/2022,"23 CASTLE COVE, COLLOONEY, SLIGO",Sligo,F91W9F9,"€310,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/03/2022,"5 THE WILLOWS, RIVERCOURT, RATHMULLAN RD",Louth,A92AK03,"€200,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/06/2022,"16 St. Josephs Grove, Clonsilla",Dublin,,"€178,797.00",No,Yes,New Dwelling house /Apartment,
13/04/2022,"TEACHERS RESIDENCE, OLD SCHOOL, GARRYCLOGHER",Tipperary,E21CP27,"€105,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/04/2022,"TREBORTH WEST, 14 CLAREMONT RD, HOWTH DUBLIN 13",Dublin,D13XW52,"€1,850,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/01/2022,"MOORTOWN GREAT, BRIDGETOWN, CO WEXFORD",Wexford,Y35FXY9,"€263,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/09/2022,"48 BRIDGEMEADOW, MILEHOUSE ROAD, ENNISCORTHY",Wexford,Y21A2A2,"€190,000.00",No,No,Second-Hand Dwelling house /Apartment,
23/02/2022,"CROCKNAMURLEOG, DOWNINGS, CO DONEGAL",Donegal,F92W2F7,"€450,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/01/2022,"DUNMARTIN, DROGHEDA RD, ARDEE",Louth,A92EY68,"€270,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/12/2022,"1 THE COURT, LAKEPOINT PARK, MULLINGAR",Westmeath,N91R5H0,"€320,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/04/2022,"ST RYNAGHS RD, BANAGHER, OFFALY",Offaly,R42XN83,"€337,750.00",No,No,Second-Hand Dwelling house /Apartment,
16/02/2022,"30 PRIORY WALK, ST RAPHAELS MANOR, CELBRIDGE",Kildare,W23EV26,"€258,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/10/2022,"COBBS, TEMPLEMORE, CO TIPPERARY",Tipperary,,"€120,000.00",No,No,Second-Hand Dwelling house /Apartment,
26/04/2022,"16 Clay Farm Avenue, Leopardstown",Dublin,,"€603,525.00",No,Yes,New Dwelling house /Apartment,
02/08/2022,"APT 15, INISCHLAIR, CLARECASTLE",Clare,V95NX89,"€165,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/03/2022,"21 TEMPLEGREEN NEWCASTLE WEST, NEWCASTLE WEST, LIMERICK",Limerick,V42WN73,"€115,000.00",No,No,Second-Hand Dwelling house /Apartment,
27/06/2022,"13 HEMITAGE PARK, KILCULLEN, KILDARE",Kildare,R56HD23,"€267,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/08/2022,"MILL ROAD, MILLSTREET, CO CORK",Cork,P51N5F9,"€100,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/10/2022,"7 FIONOORA, ENNISTYMON RD, LAHINCH",Clare,V95K251,"€280,000.00",No,No,Second-Hand Dwelling house /Apartment,
29/03/2022,"KNOCKANES, PATRICKSWELL, CO LIMERICK",Limerick,V94TDA3,"€260,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/07/2022,"21 The Walk, Navan",Meath,,"€303,964.75",No,Yes,New Dwelling house /Apartment,
17/06/2022,"76 GORT GREINE, MILLERS LANE, GALWAY",Galway,H91KNY9,"€320,000.00",No,No,Second-Hand Dwelling house /Apartment,
13/10/2022,"32 MEADOW PARK, DUBLIN RD, CAVAN",Cavan,H12K524,"€303,000.00",No,No,Second-Hand Dwelling house /Apartment,
29/09/2022,"12 CHAPELWOOD CRESCENT, HOLLYSTOWN, DUBLIN 15",Dublin,D15N732,"€436,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/11/2022,"BALLINCURRA, CROAGH, RAATHKEALE",Limerick,V9464W2,"€330,000.00",No,No,Second-Hand Dwelling house /Apartment,
26/05/2022,"27 WHITETHORN RD, CLONSKEAGH, DUBLIN 14",Dublin,D14HT78,"€1,140,000.00",No,No,Second-Hand Dwelling house /Apartment,
03/05/2022,"7 ELDERWOOD, CASTLEBRIDGE, CO WEXFORD",Wexford,Y35Y773,"€292,500.00",No,No,Second-Hand Dwelling house /Apartment,
11/04/2022,"THE STONE HOUSE, WALSHESTOWN, NEWBRIDGE",Kildare,W12WA87,"€525,000.00",No,No,Second-Hand Dwelling house /Apartment,
01/03/2022,"APT 21A, BLOCK A  CAMERON COURT, CORK STREET",Dublin,D08PK54,"€320,000.00",No,No,Second-Hand Dwelling house /Apartment,
30/03/2022,"10 WHITEHALL PARK, TERENURE, DUBLIN 12",Dublin,D12AH9W,"€500,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/11/2022,"2 The Park, Ravens Mill, Church Road",Dublin,,"€374,450.00",No,Yes,New Dwelling house /Apartment,
13/04/2022,"REALT NA MARA, GOLF LINKS ROAD, BETTYSTOWN",Meath,A92CF66,"€421,250.00",No,No,Second-Hand Dwelling house /Apartment,
11/02/2022,"TYONE, NENAGH, TIPPERARY",Tipperary,E45WF90,"€395,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/08/2022,"1 TANNERY ROW, TANNERY WHARF, RATHANGAN",Kildare,R51AH04,"€265,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/11/2022,"58 CASTLE RD, DUNDALK, LOUTH",Louth,A91P2X0,"€325,000.00",No,No,Second-Hand Dwelling house /Apartment,
23/12/2022,"17 Tandy's Way, Tandy's Lane, Adamstown",Dublin,,"€383,260.00",No,Yes,New Dwelling house /Apartment,
10/02/2022,"16 GLOR NA DTONN, GARRETTSTOWN, CORK",Cork,P17V063,"€265,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/07/2022,"2 South March Avenue, Greenhill, Clonhaston",Wexford,,"€189,427.00",No,Yes,New Dwelling house /Apartment,
07/12/2022,"20 ARD NA GREINE, ARDARA, CO DONEGAL",Donegal,F94WV74,"€250,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/05/2022,"57 OBRIEN ST, TIPPERARY, TIPPERARY",Tipperary,E34P300,"€205,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/02/2022,"9 THE GROVE, OLD COURSE, IRONMINES BRIDGE  MALLOW",Cork,P51D597,"€212,500.00",No,No,Second-Hand Dwelling house /Apartment,
31/05/2022,"75 THE BELFRY, ATHBOY RD, TRIM",Meath,C15W6W0,"€333,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/08/2022,"WEST END, KILFINANE, CO LIMERICK",Limerick,,"€87,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/01/2022,"77 LINTOWN AVENUE, JOHNSWELL ROAD, KILKENNY",Kilkenny,R95R5X2,"€217,000.00",No,No,Second-Hand Dwelling house /Apartment,
01/11/2022,"6 SPRINGHILL PARK, DALKEY, DUBLIN",Dublin,A96Y927,"€915,000.00",No,No,Second-Hand Dwelling house /Apartment,
30/09/2022,"8 STATION POINT, THE WATERWAYS, OSBERSTOWN",Kildare,W91HD62,"€205,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/09/2022,"14 CORNMILL, BALBRIGGAN, DUBLIN",Dublin,K32YN67,"€212,500.00",No,No,Second-Hand Dwelling house /Apartment,
15/06/2022,"KNOCKACULLIG NORTH, KILCUMMIN, KILLARNEY.",Kerry,,"€78,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
14/09/2022,"53 WESTFIELD, OUTRATH RD, KILKENNY",Kilkenny,R95F65Y,"€300,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/05/2022,"Apartment 25 The Sweepstakes, BALLSBRIDGE PARK, BALLSBRIDGE",Dublin,D04YC61,"€497,000.00",No,No,Second-Hand Dwelling house /Apartment,
09/11/2022,"4 THE CRESCENT, COLLEGE WOODS, MALLOW",Cork,P51P08V,"€195,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/08/2022,"21 CASTLEGRANGE PARK, HANSFIELD, CASTAHEANY DUBLIN 15",Dublin,D15CX95,"€357,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/05/2022,"4 West Point Drive, The Mullans, Donegal Town",Donegal,,"€220,265.00",No,Yes,New Dwelling house /Apartment,
22/02/2022,"62 GLEANN NA RIOGH DR, NAAS, KILDARE",Kildare,W91HF21,"€225,000.00",No,No,Second-Hand Dwelling house /Apartment,
26/01/2022,"MOUNTHANON, ABBEYFEALE, LIMERICK",Limerick,V94XN7T,"€190,000.00",No,No,Second-Hand Dwelling house /Apartment,
04/03/2022,"61 Balfeddock Manor, Baltray Road, Termonfeckin",Louth,,"€295,154.00",No,Yes,New Dwelling house /Apartment,
12/05/2022,"2 DARTRY COTTAGES, DODDER WALK, DUBLIN 6",Dublin,,"€400,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/12/2022,"11 ALVINA BROOK, WEXFORD, WEXFORD",Wexford,Y35P2W2,"€178,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/06/2022,"1 WOLFE TONE TERRACE, ROXBORO RD, LIMERICK",Limerick,V94YR3P,"€215,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/11/2022,"115 ABBEYFIELD, KILLESTER, DUBLIN 5",Dublin,D05X7T3,"€652,000.00",No,No,Second-Hand Dwelling house /Apartment,
17/06/2022,"ROSEMOUNT, OLD CARTRON HILL, SLIGO",Sligo,F91WVR7,"€275,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/11/2022,"37 ARAVON COURT, MEATH RD, BRAY",Wicklow,A98HW77,"€565,000.00",No,No,Second-Hand Dwelling house /Apartment,
